Serial Number,Question,A,B,C,D,Answer,Answer,Appropriateness,Difficulty,Check,Notes,Overall Topic A,Sub Topic A,Overall Topic B,Sub Topic B,Overall Topic C,Sub Topic C,Overall Topic D,Sub Topic D,Overall Topic E,Sub Topic E,Combined Topics,Combined Sub Topics,Hint,Explanation,,,Old Question,Old A,Old B,Old C,Old D
Q001598,The curve with equation \(y=6x^2-8x+5\) has gradient \(10\) when \(x=p\). Find the value of \(p\).,\(\frac{7}{2}\),\(\frac{1}{2}\),\(-\frac{1}{2}\),\(\frac{3}{2}\),D,D,4,3,yes,,Differentiation,,,,,,,,,,Differentiation,,,,,,The curve with equation y=6x^2-8x+5 has gradient 10 when x=p. Find the value of p. ,7/2,1/2,-1/2,3/2
Q001599,The curve with equation \(y=7x^2-5x+4\) has gradient \(12\) when \(x=p\). Find the value of \(p\).,\(\frac{17}{14}\),\(\frac{12}{19}\),\(\frac{17}{15}\),\(\frac{11}{18}\),A,A,4,3,yes,,Differentiation,,,,,,,,,,Differentiation,,,,,,The curve with equation y=7x^2-5x+4 has gradient 12 when x=p. Find the value of p. ,17/14,12/19,17/15,11/18
Q001600,The curve with equation \(y=3x^2-6x+7\) has gradient \(-10\) when \(x=p\). Find the value of \(p\).,\(-\frac{3}{4}\),\(-\frac{2}{3}\),\(-\frac{7}{9}\),\(-\frac{1}{8}\),B,B,4,3,yes,,Differentiation,,,,,,,,,,Differentiation,,,,,,The curve with equation y=3x^2-6x+7 has gradient -10 when x=p. Find the value of p. ,-3/4,-2/3,-7/9,-1/8
Q001601,Find the coordinates of the point on the curve with equation \(y=2x^2-3x+4\) where the gradient is \(9\),"\((-3,-13)\)","\((3,13)\)","\((-2,-13)\)","\((13,-3)\)",B,B,5,5,yes,,Differentiation,,,,,,,,,,Differentiation,,,,,,Find the coordinates of the point on the curve with equation y=2x^2-3x+4 where the gradient is 9,"(-3,-13)","(3,13)","(-2,-13)","(13,-3)"
Q001602,Find the coordinates of the point on the curve with equation \(y=3x^2-2x+1\) where the gradient is \(7\),"\((\frac{1}{4},\frac{13}{4})\)","\((\frac{1}{3},\frac{13}{4})\)","\((\frac{3}{2},\frac{19}{4})\)","\((\frac{2}{3},\frac{17}{4})\)",C,C,5,5,yes,,Differentiation,,,,,,,,,,Differentiation,,,,,,Find the coordinates of the point on the curve with equation y=3x^2-2x+1 where the gradient is 7,"(1/4,13/4)","(1/3,13/4)","(3/2,19/4)","(2/3,17/4)"
Q001603,Find the coordinates of the point on the curve with equation \(y=4x^2-3x+2\) where the gradient is \(5\),"\((1,5)\)","\((2,5)\)","\((2,4)\)","\((1,3)\)",D,D,5,5,yes,,Differentiation,,,,,,,,,,Differentiation,,,,,,Find the coordinates of the point on the curve with equation y=4x^2-3x+2 where the gradient is 5,"(1,5)","(2,5)","(2,4)","(1,3)"
Q001604,Find the coordinates of the point on the curve with equation \(y=2x^2-5x+6\) where the gradient is \(9\),"\((3.5,13)\)","\((3,10)\)","\((4,9)\)","\((2,11)\)",A,A,5,5,yes,,Differentiation,,,,,,,,,,Differentiation,,,,,,Find the coordinates of the point on the curve with equation y=2x^2-5x+6 where the gradient is 9,"(3.5,13)","(3,10)","(4,9)","(2,11)"
Q001605,Find the coordinates of the point on the curve with equation \(y=5x^2-x+4\) where the gradient is \(10\),"\((1.2, 3.65)\)","\((1.5, 4.19)\)","\((1.1,8.95)\)","\((1.4, 7.89)\)",C,C,5,5,yes,,Differentiation,,,,,,,,,,Differentiation,,,,,,Find the coordinates of the point on the curve with equation y=5x^2-x+4 where the gradient is 10,"(1.2, 3.65)","(1.5, 4.19)","(1.1,8.95)","(1.4, 7.89)"
Q001606,Find the coordinates of the point on the curve with equation \(y=6x^2-4x+3\) where the gradient is \(12\),"\((\frac{7}{3}, \frac{10}{3})\)","\((\frac{4}{3}, \frac{25}{3})\)","\((\frac{2}{3}, \frac{20}{3})\)","\((\frac{1}{3}, \frac{16}{3})\)",B,B,5,5,yes,,Differentiation,,,,,,,,,,Differentiation,,,,,,Find the coordinates of the point on the curve with equation y=6x^2-4x+3 where the gradient is 12,"(7/3, 10/3)","(4/3, 25/3)","(2/3, 20/3)","(1/3, 16/3)"
Q001607,You need to plot the graph \(y = 3x-9\). What is the gradient of the normal of this graph?,\(-\frac{3}{2}\),\(\frac{3}{2}\),\(-\frac{1}{3}\),\(-6x\),C,C,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 3x-9. What is the gradient of the normal of this graph?,-3/2,3/2,-1/3,-6x
Q001608,You need to plot the graph \(y = -\frac{3}{5}x+2\). What is the gradient of the normal of this graph?,\(-\frac{5}{3}\),\(\frac{5}{3}\),\(\frac{3}{5}\),\(-\frac{3}{5}\),B,B,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = -3/5x+2. What is the gradient of the normal of this graph?,-5/3,5/3,3/5,-3/5
Q001609,You need to plot the graph \(y = -5x-10\). What is the gradient of the normal of this graph?,\(\frac{1}{5}\),\(\frac{1}{15}\),\(-5\),\(-15\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = -5x-10. What is the gradient of the normal of this graph?,1/5,1/15,-5,-15
Q001610,You need to plot the graph \(y = 6x-8\). What is the gradient of the normal of this graph?,\(-6\),\(-\frac{1}{6}\),\(\frac{1}{6}\),\(6\),B,B,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 6x-8. What is the gradient of the normal of this graph?,-6,-1/6,1/6,6
Q001611,You need to plot the graph \(y = -3x+2\). What is the gradient of the normal of this graph?,\(-\frac{1}{3}\),\(\frac{1}{3}\),\(-3\),\(3\),B,B,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = -3x+2. What is the gradient of the normal of this graph?,-1/3,1/3,-3,3
Q001612,You need to plot the graph \(y = 4x-5\). What is the gradient of the normal of this graph?,\(-\frac{1}{4}\),\(\frac{1}{4}\),\(-4\),\(4\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 4x-5. What is the gradient of the normal of this graph?,-1/4,1/4,-4,4
Q001613,You need to plot the graph \(y = -5x+7\). What is the gradient of the normal of this graph?,\(\frac{1}{5}\),\(-\frac{1}{5}\),\(5\),\(-5\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = -5x+7. What is the gradient of the normal of this graph?,1/5,-1/5,5,-5
Q001614,You need to plot the graph \(y = -2x-1\). What is the gradient of the normal of this graph?,\(\frac{1}{2}\),\(-\frac{1}{2}\),\(2\),\(-2\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = -2x-1. What is the gradient of the normal of this graph?,1/2,-1/2,2,-2
Q001615,You need to plot the graph \(y = 6x+9\). What is the gradient of the normal of this graph?,\(-\frac{1}{6}\),\(\frac{1}{6}\),\(-6\),\(6\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 6x+9. What is the gradient of the normal of this graph?,-1/6,1/6,-6,6
Q001616,You need to plot the graph \(y = 2x+5\). What is the gradient of the normal of this graph?,\(-0.5\),\(0.5\),\(2\),\(-2\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 2x+5. What is the gradient of the normal of this graph?,-0.5,0.5,2,-2
Q001617,You need to plot the graph \(y = 3x-2\). What is the gradient of the normal of this graph?,\(-\frac{1}{3}\),\(\frac{1}{3}\),\(-3\),\(3\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 3x-2. What is the gradient of the normal of this graph?,-1/3,1/3,-3,3
Q001618,You need to plot the graph \(y = -4x+6\). What is the gradient of the normal of this graph?,\(4\),\(-4\),\(-\frac{1}{4}\),\(\frac{1}{4}\),D,D,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = -4x+6. What is the gradient of the normal of this graph?,4,-4,-1/4,1/4
Q001619,You need to plot the graph \(y = 5x-9\). What is the gradient of the normal of this graph?,\(-\frac{1}{5}\),\(\frac{1}{5}\),\(-5\),\(5\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 5x-9. What is the gradient of the normal of this graph?,-1/5,1/5,-5,5
Q001620,You need to plot the graph \(y = -6x+10\). What is the gradient of the normal of this graph?,\(6\),\(-6\),\(-\frac{1}{6}\),\(\frac{1}{6}\),D,D,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = -6x+10. What is the gradient of the normal of this graph?,6,-6,-1/6,1/6
Q001621,You need to plot the graph \(y = 2x^2-5x+7\). What is the gradient of this graph?,\(2x-5\),\(2x^2-5\),\(4x-5\),\(2x^2-7\),C,C,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 2x^2-5x+7. What is the gradient of this graph?,2x-5,2x^2-5,4x-5,2x^2-7
Q001622,You need to plot the graph \(y = 4x^2-8x+3\). What is the gradient of this graph?,\(8x-8\),\(4x-8\),\(4x^2-8\),\(4x^2-16\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 4x^2-8x+3. What is the gradient of this graph?,8x-8,4x-8,4x^2-8,4x^2-16
Q001623,You need to plot the graph \(y = 5x^2-10x-1\). What is the gradient of this graph?,\(10x-10\),\(5x-10\),\(5x^2-10\),\(5x^2-20\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 5x^2-10x-1. What is the gradient of this graph?,10x-10,5x-10,5x^2-10,5x^2-20
Q001624,You need to plot the graph \(y = 6x^2-12x+5\). What is the gradient of this graph?,\(12x-12\),\(6x-12\),\(6x^2-12\),\(6x^2-24\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 6x^2-12x+5. What is the gradient of this graph?,12x-12,6x-12,6x^2-12,6x^2-24
Q001625,You need to plot the graph \(y = 7x^2-14x-3\). What is the gradient of this graph?,\(14x-14\),\(7x-14\),\(7x^2-14\),\(7x^2-28\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 7x^2-14x-3. What is the gradient of this graph?,14x-14,7x-14,7x^2-14,7x^2-28
Q001626,You need to plot the graph \(y = 5x^2-3x\). What is the gradient of this graph?,\(10x-3\),\(5x-3\),\(10x^2-3\),\(5x^2-3\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 5x^2-3x. What is the gradient of this graph?,10x-3,5x-3,10x^2-3,5x^2-3
Q001627,You need to plot the graph \(y = 2x^3-7x^2\). What is the gradient of this graph?,\(6x^2-14x\),\(6x^2-7x\),\(6x^3-14x^2\),\(6x^3-7x^2\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 2x^3-7x^2. What is the gradient of this graph?,6x^2-14x,6x^2-7x,6x^3-14x^2,6x^3-7x^2
Q001628,You need to plot the graph \(y = 3x^3+5x^2\). What is the gradient of this graph?,\(9x^2+10x\),\(9x^2+5x\),\(9x^3+10x^2\),\(9x^3+5x^2\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 3x^3+5x^2. What is the gradient of this graph?,9x^2+10x,9x^2+5x,9x^3+10x^2,9x^3+5x^2
Q001629,You need to plot the graph \(y = 4x^3-8x^2\). What is the gradient of this graph?,\(12x^2-16x\),\(12x^2-8x\),\(12x^3-16x^2\),\(12x^3-8x^2\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 4x^3-8x^2. What is the gradient of this graph?,12x^2-16x,12x^2-8x,12x^3-16x^2,12x^3-8x^2
Q001630,You need to plot the graph \(y = 6x^3-4x^2\). What is the gradient of this graph?,\(18x^2-8x\),\(18x^2-4x\),\(18x^3-8x^2\),\(18x^3-4x^2\),A,A,5,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,You need to plot the graph y = 6x^3-4x^2. What is the gradient of this graph?,18x^2-8x,18x^2-4x,18x^3-8x^2,18x^3-4x^2
Q001631,"At a point P on the curve \(y = 4x^3 - 2x^2 - 5\), the gradient is \(33\). What is the positive \(x\)-coordinate of P?",A) \(-1\),B) \(\frac{1}{6}\),C) \(\frac{11}{6}\),D) \(-\frac{5}{6}\),C,C,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point P on the curve y = 4x^3 - 2x^2 - 5, the gradient is 33. What is the positive x-coordinate of P?",A) -1,B) 1/6,C) 11/6,D) -5/6
Q001632,A tangent to the curve \(y = 3x^2 - 6x - 7\) is parallel to the line \(2y + x = 5\). What is the \(x\)-coordinate of the point of contact?,A) \(\frac{11}{12}\),B) \(\frac{2}{11}\),C) \(-\frac{1}{12}\),D) \(-2\),A,A,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,A tangent to the curve y = 3x^2 - 6x - 7 is parallel to the line 2y + x = 5. What is the x-coordinate of the point of contact?,A) 11/12,B) 2/11,C) -1/12,D) -2
Q001633,"At a point P on the curve \(y = 2x^3 - 3x^2 + 1\), the gradient is \(12\). What is the \(x\)-coordinate of P?",A) \(-1\),B) \(1\),C) \(0\),D) \(-2\),A,A,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point P on the curve y = 2x^3 - 3x^2 + 1, the gradient is 12. What is the x-coordinate of P?",A) -1,B) 1,C) 0,D) -2
Q001634,A tangent to the curve \(y = 4x^2 - 2x + 3\) is perpendicular to the line \(3y + 4x = 7\). What is the \(x\)-coordinate of the point of contact?,A) \(\frac{11}{33}\),B) \(\frac{11}{32}\),C) \(-\frac{19}{32}\),D) \(-\frac{11}{33}\),B,B,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,A tangent to the curve y = 4x^2 - 2x + 3 is perpendicular to the line 3y + 4x = 7. What is the x-coordinate of the point of contact?,A) 11/33,B) 11/32,C) -19/32,D) -11/33
Q001635,"At a point P on the curve \(y = 4x^3 - 2x^2 - 5\), the gradient is \(33\). What is the \(x\)-coordinate of P?",\(-1\),\(1\),\(2\),\(-\frac{3}{2}\),D,D,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point P on the curve y = 4x^3 - 2x^2 - 5, the gradient is 33. What is the x-coordinate of P?",-1,1,2,-3/2
Q001636,"At a point on the curve \(y = x^3 - 3x + 2\), the gradient is \(9\). What is the \(x\)-coordinate of the point?",\(-1\),\(0\),\(1\),\(2\),D,D,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point on the curve y = x^3 - 3x + 2, the gradient is 9. What is the x-coordinate of the point?",-1,0,1,2
Q001637,"At a point P on the curve \(y = 6 - 3x^2\), the gradient is \(6\). What is the \(x\)-coordinate of P?",\(-1\),\(1\),\(2\),\(3\),A,A,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point P on the curve y = 6 - 3x^2, the gradient is 6. What is the x-coordinate of P?",-1,1,2,3
Q001638,"At a point P on the curve \(y = 4x^3 - 2x^2 - 5\), the gradient is \(33\). What is the \(x\)-coordinate of P?",\(\frac{1}{2}\),\(\frac{2}{3}\),\(-\frac{3}{2}\),\(4\),C,C,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point P on the curve y = 4x^3 - 2x^2 - 5, the gradient is 33. What is the x-coordinate of P?",1/2,2/3,-3/2,4
Q001639,"At a point Q on the curve \(y = 2x^3 - 5x^2 + 3x\), the gradient is \(7\). What is the \(x\)-coordinate of Q?",\(-1\),\(0\),\(1\),\(2\),D,D,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point Q on the curve y = 2x^3 - 5x^2 + 3x, the gradient is 7. What is the x-coordinate of Q?",-1,0,1,2
Q001640,"At a point R on the curve \(y = x^3 + 2x^2 + x\), the gradient is \(0\). What is the \(x\)-coordinate of R?",\(-1\),\(0\),\(1\),\(2\),A,A,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point R on the curve y = x^3 + 2x^2 + x, the gradient is 0. What is the x-coordinate of R?",-1,0,1,2
Q001641,"At a point S on the curve \(y = x^3 - 6x^2 + 11x - 6\), the gradient is \(2\). What is the \(x\)-coordinate of S?",\(-1\),\(2\),\(3\),\(4\),C,C,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point S on the curve y = x^3 - 6x^2 + 11x - 6, the gradient is 2. What is the x-coordinate of S?",-1,2,3,4
Q001642,"At a point T on the curve \(y = 3x^3 - 6x^2 + x\), the gradient is \(-2\). What is the \(x\)-coordinate of T?",\(-1\),\(0\),\(\frac{1}{3}\),\(2\),C,C,6,6,yes,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,,,,,Differentiation,Differentiation - Finding gradients / finding points with certain gradients / tangents / normals,,,,,"At a point T on the curve y = 3x^3 - 6x^2 + x, the gradient is -2. What is the x-coordinate of T?",-1,0,1/3,2
